conflict_id,link_id_a,link_id_b,device_class,conflict_type,min_frequency_separation_khz,min_spatial_separation_m,hard_constraint,reason,source
CF-0514,LK-0015,LK-0032,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0515,LK-0015,LK-0033,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0516,LK-0015,LK-0034,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0517,LK-0015,LK-0035,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0518,LK-0015,LK-0036,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0519,LK-0015,LK-0040,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0520,LK-0015,LK-0042,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0521,LK-0015,LK-0043,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0522,LK-0015,LK-0044,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0523,LK-0015,LK-0045,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0524,LK-0015,LK-0052,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0525,LK-0015,LK-0055,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0526,LK-0015,LK-0056,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0527,LK-0015,LK-0059,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0528,LK-0015,LK-0063,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0529,LK-0015,LK-0064,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0530,LK-0015,LK-0065,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0531,LK-0015,LK-0070,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0532,LK-0015,LK-0071,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0533,LK-0015,LK-0073,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0534,LK-0015,LK-0076,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0535,LK-0015,LK-0084,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0536,LK-0015,LK-0085,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0537,LK-0015,LK-0089,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0538,LK-0015,LK-0091,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0539,LK-0015,LK-0092,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0540,LK-0015,LK-0100,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0541,LK-0015,LK-0101,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0542,LK-0015,LK-0103,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0543,LK-0015,LK-0105,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0544,LK-0015,LK-0108,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0545,LK-0015,LK-0112,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0546,LK-0015,LK-0197,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0547,LK-0015,LK-0411,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0548,LK-0017,LK-0018,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0549,LK-0017,LK-0020,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0550,LK-0017,LK-0021,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0551,LK-0017,LK-0022,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0552,LK-0017,LK-0025,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0553,LK-0017,LK-0026,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0554,LK-0017,LK-0028,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0555,LK-0017,LK-0029,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0556,LK-0017,LK-0031,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0557,LK-0017,LK-0032,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0558,LK-0017,LK-0033,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0559,LK-0017,LK-0034,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0560,LK-0017,LK-0035,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0561,LK-0017,LK-0036,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0562,LK-0017,LK-0040,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0563,LK-0017,LK-0042,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0564,LK-0017,LK-0043,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0565,LK-0017,LK-0044,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0566,LK-0017,LK-0045,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0567,LK-0017,LK-0052,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0568,LK-0017,LK-0055,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0569,LK-0017,LK-0056,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0570,LK-0017,LK-0059,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0571,LK-0017,LK-0063,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0572,LK-0017,LK-0064,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0573,LK-0017,LK-0065,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0574,LK-0017,LK-0070,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0575,LK-0017,LK-0071,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0576,LK-0017,LK-0073,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0577,LK-0017,LK-0076,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0578,LK-0017,LK-0084,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0579,LK-0017,LK-0085,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0580,LK-0017,LK-0089,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0581,LK-0017,LK-0091,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0582,LK-0017,LK-0092,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0583,LK-0017,LK-0100,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0584,LK-0017,LK-0101,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0585,LK-0017,LK-0103,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0586,LK-0017,LK-0105,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0587,LK-0017,LK-0108,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0588,LK-0017,LK-0112,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0589,LK-0017,LK-0136,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0590,LK-0017,LK-0145,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0591,LK-0017,LK-0224,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0592,LK-0017,LK-0413,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0593,LK-0017,LK-0414,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0594,LK-0017,LK-0457,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0595,LK-0018,LK-0020,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0596,LK-0018,LK-0021,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0597,LK-0018,LK-0022,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0598,LK-0018,LK-0025,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0599,LK-0018,LK-0026,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0600,LK-0018,LK-0028,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
