site_id,lon,lat,elevation_m,slope_deg,landcover_type,nearest_road_distance_m,nearest_node_distance_m,candidate_role,is_deployable,recommendation_level,score,reject_reason,source,remark
CS-0827,114.210573,37.360156,346.0,2.93,耕地,250.0,2742.9,MOBILE_STATION,true,B,58.93,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0828,114.731081,37.081679,39.0,0.71,耕地,0.0,8998.7,MOBILE_STATION,true,B,58.92,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0829,114.629243,37.6027,49.0,0.64,耕地,0.0,8287.0,MOBILE_STATION,true,B,58.89,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0830,114.516089,37.854227,66.0,0.95,耕地,0.0,7697.7,MOBILE_STATION,true,B,58.89,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0831,114.250177,37.988973,432.0,13.45,草地,790.6,15286.0,RELAY,true,B,58.89,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0832,114.866866,37.072696,33.0,0.45,耕地,0.0,9039.8,MOBILE_STATION,true,B,58.81,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0833,114.521746,37.773379,68.0,0.71,耕地,0.0,7288.8,MOBILE_STATION,true,B,58.81,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0834,114.306754,37.211934,157.0,0.45,裸地,0.0,3528.6,MOBILE_STATION,true,B,58.74,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0835,114.221889,37.261341,308.0,2.25,草地,250.0,1727.2,MOBILE_STATION,true,B,58.74,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0836,114.889497,37.167019,31.0,0.0,耕地,0.0,8636.9,MOBILE_STATION,true,B,58.7,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0837,114.459512,37.40058,101.0,0.95,耕地,0.0,5948.6,MOBILE_STATION,true,B,58.67,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0838,114.159654,37.80482,611.0,3.83,草地,1677.1,8586.2,RELAY,true,B,58.65,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0839,115.342112,37.018797,34.0,0.32,耕地,0.0,8681.1,MOBILE_STATION,true,B,58.64,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0840,114.917785,37.184985,30.0,0.32,耕地,0.0,8937.3,MOBILE_STATION,true,B,58.61,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0841,114.323727,37.247867,198.0,1.31,耕地,0.0,970.4,MOBILE_STATION,true,B,58.6,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0842,114.550035,37.463461,75.0,0.32,耕地,0.0,6307.2,MOBILE_STATION,true,B,58.53,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0843,115.093174,37.409563,27.0,0.9,耕地,1500.0,35335.4,TEMP_FIXED_STATION,true,B,58.48,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0844,114.527404,37.818294,58.0,0.45,耕地,0.0,7136.5,MOBILE_STATION,true,B,58.39,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0845,114.4878,37.508377,107.0,0.9,耕地,0.0,5361.5,MOBILE_STATION,true,B,58.36,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0846,114.83292,37.000831,36.0,0.45,耕地,0.0,8341.5,MOBILE_STATION,true,B,58.29,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0847,114.572666,37.014306,60.0,0.45,林地,0.0,6932.2,MOBILE_STATION,true,B,58.28,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0848,115.195012,37.140069,32.0,0.0,耕地,0.0,8164.9,MOBILE_STATION,true,B,58.28,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0849,114.617927,37.11312,49.0,1.01,耕地,0.0,8057.2,MOBILE_STATION,true,B,58.26,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0850,114.900812,37.041255,34.0,0.64,耕地,0.0,8625.6,MOBILE_STATION,true,B,58.25,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0851,114.719766,37.66109,43.0,0.64,耕地,0.0,8032.6,MOBILE_STATION,true,B,58.24,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0852,114.516089,37.476936,132.0,0.9,耕地,0.0,4247.7,MOBILE_STATION,true,B,58.15,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0853,114.459512,37.714989,75.0,0.95,耕地,0.0,6557.8,MOBILE_STATION,true,B,58.14,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0854,114.448196,37.521852,158.0,0.71,耕地,0.0,3164.8,MOBILE_STATION,true,B,58.12,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0855,114.731081,37.791345,46.0,1.59,耕地,0.0,8674.6,MOBILE_STATION,true,B,58.12,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0856,114.691477,37.840752,50.0,1.01,林地,0.0,7782.5,MOBILE_STATION,true,B,58.03,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0857,114.725424,37.036764,39.0,0.0,耕地,0.0,7452.3,MOBILE_STATION,true,B,58.02,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0858,114.75937,37.746429,45.0,0.45,林地,0.0,7502.8,MOBILE_STATION,true,B,58.0,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0859,114.391619,37.265833,142.0,2.74,草地,250.0,7273.4,MOBILE_STATION,true,B,57.97,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0860,114.329385,37.670073,150.0,0.45,耕地,0.0,1123.9,MOBILE_STATION,true,B,57.94,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0861,115.313824,37.117612,32.0,1.71,耕地,0.0,9521.2,MOBILE_STATION,true,B,57.93,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0862,114.250177,37.414054,232.0,4.55,耕地,250.0,6344.6,MOBILE_STATION,true,B,57.93,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0863,114.719766,37.005323,40.0,0.0,耕地,0.0,7296.0,MOBILE_STATION,true,B,57.92,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0864,114.533062,37.557784,64.0,0.9,耕地,0.0,6833.1,MOBILE_STATION,true,B,57.92,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0865,115.398689,37.009814,34.0,1.15,耕地,0.0,8777.0,MOBILE_STATION,true,B,57.88,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0866,114.651873,37.108628,46.0,0.45,耕地,0.0,7327.4,MOBILE_STATION,true,B,57.88,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0867,114.4878,37.683548,75.0,0.71,耕地,0.0,6034.9,MOBILE_STATION,true,B,57.83,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0868,114.866866,37.104137,34.0,0.45,耕地,0.0,8014.0,MOBILE_STATION,true,B,57.8,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0869,114.555693,37.795837,61.0,0.95,耕地,0.0,6904.6,MOBILE_STATION,true,B,57.78,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0870,114.397277,37.822786,171.0,3.32,草地,0.0,4952.4,MOBILE_STATION,true,B,57.73,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0871,114.640558,37.670073,49.0,0.45,耕地,0.0,6994.3,MOBILE_STATION,true,B,57.71,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0872,114.255835,37.45897,353.0,8.55,草地,559.0,9331.4,RELAY,true,B,57.68,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0873,114.900812,37.005323,34.0,0.71,耕地,0.0,8144.5,MOBILE_STATION,true,B,57.66,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0874,115.070543,37.095154,34.0,0.0,耕地,0.0,7415.4,MOBILE_STATION,true,B,57.63,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0875,115.228958,37.126595,34.0,1.15,耕地,0.0,8518.4,MOBILE_STATION,true,B,57.61,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0876,114.453854,37.584733,150.0,1.71,耕地,0.0,3913.5,MOBILE_STATION,true,B,57.6,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0877,114.567008,37.598208,55.0,0.32,耕地,0.0,6391.7,MOBILE_STATION,true,B,57.56,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0878,114.482143,37.845244,73.0,0.32,耕地,0.0,5486.1,MOBILE_STATION,true,B,57.56,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0879,114.640558,37.786853,50.0,1.01,耕地,0.0,7261.6,MOBILE_STATION,true,B,57.48,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0880,114.278466,37.723972,255.0,2.25,耕地,250.0,2963.5,MOBILE_STATION,true,B,57.4,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0881,114.527404,37.746429,64.0,1.01,耕地,0.0,6440.5,MOBILE_STATION,true,B,57.4,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0882,114.41425,37.454478,106.0,2.29,耕地,0.0,5829.9,MOBILE_STATION,true,B,57.36,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0883,115.330797,37.050238,33.0,0.0,耕地,0.0,7222.6,MOBILE_STATION,true,B,57.35,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0884,115.115805,37.005323,31.0,0.32,耕地,0.0,7558.1,MOBILE_STATION,true,B,57.23,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0885,114.436881,37.840752,87.0,0.0,耕地,0.0,4229.9,MOBILE_STATION,true,B,57.23,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0886,114.187942,37.387105,424.0,3.38,林地,1030.8,5560.9,RELAY,true,B,57.14,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0887,114.368989,37.665581,127.0,0.45,耕地,0.0,2639.9,MOBILE_STATION,true,B,57.11,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0888,114.996993,37.167019,30.0,0.0,耕地,0.0,7185.5,MOBILE_STATION,true,B,57.09,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0889,114.878181,37.140069,32.0,0.71,耕地,0.0,7691.9,MOBILE_STATION,true,B,57.04,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0890,115.313824,37.000831,36.0,0.71,耕地,0.0,7399.7,MOBILE_STATION,true,B,57.02,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0891,114.572666,37.899142,57.0,1.15,耕地,0.0,6543.7,MOBILE_STATION,true,B,56.98,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0892,114.527404,37.436512,130.0,2.23,草地,0.0,4489.0,MOBILE_STATION,true,B,56.95,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0893,115.036597,37.108628,35.0,0.45,耕地,0.0,7077.0,MOBILE_STATION,true,B,56.88,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0894,114.623585,37.629649,48.0,0.32,耕地,0.0,6068.0,MOBILE_STATION,true,B,56.81,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0895,114.589639,37.786853,59.0,1.15,耕地,0.0,6264.6,MOBILE_STATION,true,B,56.79,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0896,114.436881,37.670073,125.0,0.71,耕地,0.0,1355.8,MOBILE_STATION,true,B,56.76,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0897,114.793316,37.000831,37.0,0.45,耕地,0.0,6822.9,MOBILE_STATION,true,B,56.75,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0898,115.144093,37.144561,31.0,0.9,耕地,0.0,7669.7,MOBILE_STATION,true,B,56.74,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0899,115.279878,37.108628,32.0,0.45,林地,0.0,7148.3,MOBILE_STATION,true,B,56.73,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0900,114.753712,37.71948,39.0,0.45,耕地,0.0,6667.3,MOBILE_STATION,true,B,56.72,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0901,114.595297,36.915492,54.0,0.32,耕地,0.0,5635.1,MOBILE_STATION,true,B,56.71,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0902,115.104489,37.126595,32.0,0.32,耕地,0.0,6971.7,MOBILE_STATION,true,B,56.68,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0903,114.668847,37.867701,54.0,1.01,草地,0.0,6286.8,MOBILE_STATION,true,B,56.68,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0904,114.629243,36.991848,50.0,0.32,耕地,0.0,5820.9,MOBILE_STATION,true,B,56.67,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0905,115.285535,36.911,36.0,0.32,耕地,0.0,6652.8,MOBILE_STATION,true,B,56.64,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0906,114.482143,37.773379,75.0,0.32,耕地,0.0,4505.1,MOBILE_STATION,true,B,56.62,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0907,114.41425,37.697022,105.0,1.01,耕地,0.0,3886.5,MOBILE_STATION,true,B,56.6,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0908,114.086104,37.009814,619.0,11.0,林地,707.1,6819.2,RELAY,true,B,56.56,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0909,114.176627,37.701514,435.0,7.08,草地,250.0,1584.8,TEMP_FIXED_STATION,true,B,56.53,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0910,114.629243,37.899142,53.0,1.35,林地,0.0,6403.0,MOBILE_STATION,true,B,56.39,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0911,114.476485,37.467953,111.0,0.71,林地,0.0,1859.1,MOBILE_STATION,true,B,56.22,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0912,114.90647,37.068204,32.0,0.32,耕地,0.0,6517.9,MOBILE_STATION,true,B,56.2,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0913,115.325139,37.090662,33.0,0.32,耕地,250.0,8153.2,MOBILE_STATION,true,B,56.17,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0914,114.533062,37.593716,62.0,0.64,耕地,0.0,4961.2,MOBILE_STATION,true,B,56.11,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0915,114.170969,37.05473,378.0,7.81,林地,500.0,6171.3,RELAY,true,B,56.09,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0916,114.680162,37.086171,40.0,0.32,耕地,0.0,5862.2,MOBILE_STATION,true,B,56.08,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0917,114.442539,37.629649,82.0,0.71,耕地,0.0,4039.2,MOBILE_STATION,true,B,56.06,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0918,114.4878,37.589225,85.0,1.01,耕地,0.0,4183.3,MOBILE_STATION,true,B,56.04,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0919,114.459512,37.436512,122.0,1.35,耕地,0.0,2471.3,MOBILE_STATION,true,B,55.98,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0920,114.4878,37.418546,81.0,0.45,耕地,0.0,3724.8,MOBILE_STATION,true,B,55.95,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0921,114.917785,36.973882,35.0,0.45,林地,0.0,6189.2,MOBILE_STATION,true,B,55.94,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0922,114.663189,36.991848,44.0,0.9,耕地,0.0,6018.2,MOBILE_STATION,true,B,55.9,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0923,114.583981,37.041255,56.0,0.71,耕地,0.0,5140.9,MOBILE_STATION,true,B,55.89,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0924,114.131365,37.643124,1187.0,10.31,林地,1457.7,2310.2,TEMP_FIXED_STATION,true,B,55.87,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0925,114.623585,37.086171,50.0,0.32,耕地,0.0,5043.5,MOBILE_STATION,true,B,55.84,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0926,114.408593,37.791345,113.0,1.94,耕地,0.0,3750.8,MOBILE_STATION,true,B,55.82,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0927,114.951731,37.17151,29.0,0.71,耕地,0.0,6756.6,MOBILE_STATION,true,B,55.81,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0928,114.697135,36.982865,44.0,0.71,耕地,0.0,5740.4,MOBILE_STATION,true,B,55.8,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0929,115.370401,36.991848,35.0,0.32,耕地,0.0,5929.7,MOBILE_STATION,true,B,55.8,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0930,114.731081,37.692531,40.0,0.64,林地,0.0,5913.0,MOBILE_STATION,true,B,55.8,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0931,115.285535,36.955916,35.0,0.45,耕地,0.0,5988.5,MOBILE_STATION,true,B,55.72,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0932,114.544377,37.71948,63.0,1.01,耕地,0.0,4881.1,MOBILE_STATION,true,B,55.69,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0933,114.442539,37.809311,89.0,0.32,耕地,0.0,793.9,MOBILE_STATION,true,B,55.69,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0934,114.657531,37.836261,50.0,0.32,耕地,0.0,4891.4,MOBILE_STATION,true,B,55.68,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0935,114.097419,36.96939,393.0,8.85,林地,0.0,2934.4,TEMP_FIXED_STATION,true,B,55.65,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0936,114.233204,37.741938,410.0,3.93,草地,750.0,2290.5,TEMP_FIXED_STATION,true,B,55.62,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0937,115.098831,37.041255,33.0,0.32,耕地,0.0,5890.1,MOBILE_STATION,true,B,55.61,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0938,115.030939,37.081679,33.0,0.64,耕地,0.0,6119.4,MOBILE_STATION,true,B,55.52,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0939,114.753712,36.987356,39.0,0.32,耕地,0.0,5389.9,MOBILE_STATION,true,B,55.51,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0940,114.827262,37.476936,28.0,0.32,耕地,2000.0,30590.9,TEMP_FIXED_STATION,true,B,55.5,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0941,114.56135,37.768887,57.0,1.31,耕地,0.0,5310.9,MOBILE_STATION,true,B,55.5,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0942,114.578323,37.692531,57.0,0.32,耕地,0.0,4323.4,MOBILE_STATION,true,B,55.49,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0943,114.504773,37.535326,81.0,0.0,耕地,250.0,4563.5,MOBILE_STATION,true,B,55.47,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0944,114.499116,37.800328,69.0,1.15,林地,0.0,4483.9,MOBILE_STATION,true,B,55.44,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0945,114.934758,37.041255,35.0,0.64,耕地,0.0,5896.3,MOBILE_STATION,true,B,55.43,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0946,115.081858,37.068204,32.0,0.71,林地,0.0,6150.7,MOBILE_STATION,true,B,55.4,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0947,114.674504,37.674564,46.0,1.15,耕地,0.0,5666.9,MOBILE_STATION,true,B,55.4,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0948,115.211985,37.099645,34.0,0.71,耕地,0.0,5995.6,MOBILE_STATION,true,B,55.39,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0949,114.53872,37.692531,55.0,0.64,耕地,0.0,4627.6,MOBILE_STATION,true,B,55.37,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0950,114.4878,37.652107,75.0,0.0,耕地,0.0,2919.5,MOBILE_STATION,true,B,55.36,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0951,114.080446,37.184985,465.0,6.59,草地,790.6,4541.4,TEMP_FIXED_STATION,true,B,55.31,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0952,114.61227,36.951424,51.0,0.32,耕地,0.0,4474.2,MOBILE_STATION,true,B,55.3,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0953,114.991335,37.068204,33.0,0.45,裸地,0.0,5646.5,MOBILE_STATION,true,B,55.22,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0954,115.178039,37.032272,34.0,0.32,耕地,0.0,5418.5,MOBILE_STATION,true,B,55.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0955,115.144093,36.982865,34.0,0.71,草地,0.0,5795.5,MOBILE_STATION,true,B,55.18,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0956,114.600954,37.881176,58.0,0.32,耕地,0.0,3982.2,MOBILE_STATION,true,B,55.18,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0957,114.883839,36.978373,35.0,0.45,耕地,0.0,5349.1,MOBILE_STATION,true,B,55.05,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0958,114.567008,37.872193,56.0,0.71,草地,0.0,4345.6,MOBILE_STATION,true,B,55.05,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0959,114.544377,37.620666,57.0,0.64,耕地,0.0,4215.0,MOBILE_STATION,true,B,55.04,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0960,114.125708,37.310748,607.0,6.34,草地,1000.0,1061.1,TEMP_FIXED_STATION,true,B,55.01,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0961,114.838577,36.96939,39.0,0.71,耕地,0.0,5271.3,MOBILE_STATION,true,C,54.97,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0962,114.385962,37.562276,161.0,5.4,耕地,250.0,6353.7,TEMP_FIXED_STATION,true,C,54.88,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
